journey_id,start_time,end_time,duration_total_s,n_events,n_zones_visited,zones_sequence,start_zone,end_zone,gender,age_range,completed,day_of_week,hour_of_day,stitch_confidence
J046837,2025-03-14 11:26:34,2025-03-14 11:27:39,65,2,2,Z_C2;Z_C3,Z_C2,Z_C3,M,adult,True,4,11,1.0
J046828,2025-03-14 11:26:24,2025-03-14 11:27:40,76,3,1,Z_C2,Z_C2,Z_C2,F,adult,True,4,11,1.0
J046830,2025-03-14 11:26:26,2025-03-14 11:27:44,78,2,2,Z_N3;Z_C1,Z_N3,Z_C1,F,adult,True,4,11,1.0
J046826,2025-03-14 11:26:17,2025-03-14 11:27:45,88,2,2,Z_N6;Z_C2,Z_N6,Z_C2,M,middle_aged,True,4,11,1.0
J046836,2025-03-14 11:26:32,2025-03-14 11:27:45,73,2,2,Z_C1;Z_N8,Z_C1,Z_N8,F,adult,True,4,11,1.0
J046783,2025-03-14 11:24:36,2025-03-14 11:27:46,190,4,2,Z_N2;Z_E2,Z_N2,Z_E2,M,senior,True,4,11,1.0
J046819,2025-03-14 11:25:59,2025-03-14 11:27:47,108,2,2,Z_S3;Z_C2,Z_S3,Z_C2,F,middle_aged,True,4,11,1.0
J046842,2025-03-14 11:26:50,2025-03-14 11:27:47,57,3,2,Z_N9;Z_N1,Z_N9,Z_N1,M,child,True,4,11,1.0
J046841,2025-03-14 11:26:49,2025-03-14 11:27:52,63,3,3,Z_E2;Z_C2;Z_N6,Z_E2,Z_N6,F,adult,True,4,11,1.0
J046843,2025-03-14 11:26:51,2025-03-14 11:27:53,62,2,2,Z_C1;Z_C2,Z_C1,Z_C2,F,adult,True,4,11,1.0
J046847,2025-03-14 11:27:04,2025-03-14 11:27:55,51,3,3,Z_C1;Z_N6;Z_C2,Z_C1,Z_C2,M,adult,True,4,11,1.0
J046863,2025-03-14 11:27:41,2025-03-14 11:28:06,25,3,1,Z_C2,Z_C2,Z_C2,F,child,True,4,11,1.0
J046832,2025-03-14 11:26:27,2025-03-14 11:28:10,103,4,3,Z_N9;Z_C2;Z_C3;Z_C2,Z_N9,Z_C2,F,middle_aged,True,4,11,1.0
J046831,2025-03-14 11:26:26,2025-03-14 11:28:11,105,3,2,Z_C1;Z_C3,Z_C1,Z_C3,M,middle_aged,True,4,11,1.0
J046860,2025-03-14 11:27:29,2025-03-14 11:28:13,44,2,2,Z_E2;Z_N2,Z_E2,Z_N2,M,senior,True,4,11,1.0
J046845,2025-03-14 11:27:00,2025-03-14 11:28:14,74,6,6,Z_S5;Z_S3;Z_C1;Z_S4;Z_N4;Z_C2,Z_S5,Z_C2,F,adult,True,4,11,1.0
J046848,2025-03-14 11:27:06,2025-03-14 11:28:19,73,3,2,Z_C1;Z_N7;Z_C1,Z_C1,Z_C1,F,adult,True,4,11,1.0
J046866,2025-03-14 11:27:46,2025-03-14 11:28:20,34,3,1,Z_C1,Z_C1,Z_C1,M,teenager,True,4,11,1.0
J046852,2025-03-14 11:27:17,2025-03-14 11:28:26,69,3,2,Z_E1;Z_C1,Z_E1,Z_C1,F,young_adult,True,4,11,1.0
J046849,2025-03-14 11:27:09,2025-03-14 11:28:27,78,2,2,Z_C2;Z_S5,Z_C2,Z_S5,F,adult,True,4,11,1.0
J046850,2025-03-14 11:27:09,2025-03-14 11:28:28,79,4,3,Z_C3;Z_N1;Z_C1,Z_C3,Z_C1,M,adult,True,4,11,1.0
J046834,2025-03-14 11:26:30,2025-03-14 11:28:35,125,4,3,Z_C1;Z_C3;Z_N9;Z_C3,Z_C1,Z_C3,M,middle_aged,True,4,11,1.0
J046853,2025-03-14 11:27:18,2025-03-14 11:28:36,78,2,2,Z_C2;Z_C3,Z_C2,Z_C3,F,middle_aged,True,4,11,1.0
J046882,2025-03-14 11:28:17,2025-03-14 11:28:37,20,3,1,Z_C1,Z_C1,Z_C1,M,senior,True,4,11,1.0
J046861,2025-03-14 11:27:29,2025-03-14 11:28:43,74,5,4,Z_C2;Z_C3;Z_S3;Z_C1;Z_C3,Z_C2,Z_C3,F,adult,True,4,11,1.0
J046862,2025-03-14 11:27:34,2025-03-14 11:28:47,73,2,2,Z_C1;Z_C2,Z_C1,Z_C2,F,adult,True,4,11,1.0
J046864,2025-03-14 11:27:43,2025-03-14 11:28:54,71,2,2,Z_C2;Z_C1,Z_C2,Z_C1,F,adult,True,4,11,1.0
J046867,2025-03-14 11:27:49,2025-03-14 11:28:55,66,3,3,Z_C2;Z_C1;Z_N9,Z_C2,Z_N9,F,middle_aged,True,4,11,1.0
J046835,2025-03-14 11:26:30,2025-03-14 11:28:58,148,3,2,Z_CK;Z_N6,Z_CK,Z_N6,M,middle_aged,True,4,11,1.0
J046846,2025-03-14 11:27:01,2025-03-14 11:29:00,119,2,2,Z_S1;Z_N6,Z_S1,Z_N6,M,middle_aged,True,4,11,1.0
J046889,2025-03-14 11:28:38,2025-03-14 11:29:05,27,3,1,Z_C3,Z_C3,Z_C3,F,child,True,4,11,1.0
J046870,2025-03-14 11:27:53,2025-03-14 11:29:05,72,2,2,Z_S3;Z_S4,Z_S3,Z_S4,F,adult,True,4,11,1.0
J046851,2025-03-14 11:27:11,2025-03-14 11:29:07,116,3,2,Z_N5;Z_N2;Z_N5,Z_N5,Z_N5,M,middle_aged,True,4,11,1.0
J046871,2025-03-14 11:27:55,2025-03-14 11:29:10,75,3,3,Z_C1;Z_E2;Z_N2,Z_C1,Z_N2,F,adult,True,4,11,1.0
J046890,2025-03-14 11:28:40,2025-03-14 11:29:16,36,4,2,Z_N7;Z_C2,Z_N7,Z_C2,M,senior,True,4,11,1.0
J046874,2025-03-14 11:28:05,2025-03-14 11:29:18,73,3,3,Z_C3;Z_N3;Z_C1,Z_C3,Z_C1,F,middle_aged,True,4,11,1.0
J046855,2025-03-14 11:27:23,2025-03-14 11:29:20,117,3,3,Z_C3;Z_N10;Z_N4,Z_C3,Z_N4,M,young_adult,True,4,11,1.0
J046876,2025-03-14 11:28:07,2025-03-14 11:29:24,77,6,6,Z_S4;Z_C3;Z_N9;Z_S5;Z_C2;Z_E2,Z_S4,Z_E2,F,adult,True,4,11,1.0
J046877,2025-03-14 11:28:08,2025-03-14 11:29:26,78,2,2,Z_N4;Z_C3,Z_N4,Z_C3,F,adult,True,4,11,1.0
J046856,2025-03-14 11:27:25,2025-03-14 11:29:26,121,3,3,Z_C2;Z_CK;Z_N3,Z_C2,Z_N3,M,adult,True,4,11,1.0
J046854,2025-03-14 11:27:20,2025-03-14 11:29:35,135,4,3,Z_CK;Z_C2;Z_N2;Z_C2,Z_CK,Z_C2,M,middle_aged,True,4,11,1.0
J046859,2025-03-14 11:27:28,2025-03-14 11:29:37,129,3,3,Z_N1;Z_N7;Z_S7,Z_N1,Z_S7,M,child,True,4,11,1.0
J046865,2025-03-14 11:27:45,2025-03-14 11:29:46,121,3,3,Z_N10;Z_N2;Z_E2,Z_N10,Z_E2,M,young_adult,True,4,11,1.0
J046881,2025-03-14 11:28:11,2025-03-14 11:29:50,99,4,4,Z_N7;Z_C2;Z_C1;Z_S3,Z_N7,Z_S3,F,adult,True,4,11,1.0
J046883,2025-03-14 11:28:23,2025-03-14 11:29:51,88,2,2,Z_C3;Z_C2,Z_C3,Z_C2,F,adult,True,4,11,1.0
J046884,2025-03-14 11:28:27,2025-03-14 11:29:51,84,2,2,Z_S3;Z_C2,Z_S3,Z_C2,F,adult,True,4,11,1.0
J046892,2025-03-14 11:28:45,2025-03-14 11:29:51,66,4,3,Z_C1;Z_C2;Z_S5;Z_C2,Z_C1,Z_C2,F,middle_aged,True,4,11,1.0
J046857,2025-03-14 11:27:26,2025-03-14 11:29:52,146,4,4,Z_C2;Z_N9;Z_E2;Z_N5,Z_C2,Z_N5,M,middle_aged,True,4,11,1.0
J046885,2025-03-14 11:28:28,2025-03-14 11:29:53,85,4,2,Z_S6;Z_E1,Z_S6,Z_E1,M,teenager,True,4,11,1.0
J046858,2025-03-14 11:27:27,2025-03-14 11:29:58,151,3,3,Z_S6;Z_N5;Z_N8,Z_S6,Z_N8,M,adult,True,4,11,1.0
J046869,2025-03-14 11:27:50,2025-03-14 11:30:00,130,2,2,Z_C3;Z_E2,Z_C3,Z_E2,M,middle_aged,True,4,11,1.0
J046895,2025-03-14 11:29:02,2025-03-14 11:30:05,63,3,2,Z_C2;Z_C3,Z_C2,Z_C3,M,senior,True,4,11,1.0
J046868,2025-03-14 11:27:49,2025-03-14 11:30:05,136,2,2,Z_N6;Z_N1,Z_N6,Z_N1,M,adult,True,4,11,1.0
J046907,2025-03-14 11:29:36,2025-03-14 11:30:07,31,2,2,Z_E2;Z_C1,Z_E2,Z_C1,M,young_adult,True,4,11,1.0
J046886,2025-03-14 11:28:36,2025-03-14 11:30:08,92,4,3,Z_C1;Z_N2;Z_C3;Z_C1,Z_C1,Z_C1,F,adult,True,4,11,1.0
J046911,2025-03-14 11:29:39,2025-03-14 11:30:08,29,2,2,Z_E1;Z_E2,Z_E1,Z_E2,M,teenager,True,4,11,1.0
J046921,2025-03-14 11:30:03,2025-03-14 11:30:09,6,2,1,Z_E1,Z_E1,Z_E1,F,teenager,True,4,11,1.0
J046888,2025-03-14 11:28:38,2025-03-14 11:30:17,99,3,3,Z_C2;Z_C1;Z_N2,Z_C2,Z_N2,F,adult,True,4,11,1.0
J046896,2025-03-14 11:29:07,2025-03-14 11:30:17,70,2,2,Z_E2;Z_C3,Z_E2,Z_C3,F,adult,True,4,11,1.0
J046879,2025-03-14 11:28:10,2025-03-14 11:30:20,130,5,3,Z_N9;Z_N3;Z_C1,Z_N9,Z_C1,M,middle_aged,True,4,11,1.0
J046880,2025-03-14 11:28:11,2025-03-14 11:30:20,129,2,2,Z_C3;Z_S1,Z_C3,Z_S1,M,middle_aged,True,4,11,1.0
J046901,2025-03-14 11:29:16,2025-03-14 11:30:21,65,3,1,Z_N1,Z_N1,Z_N1,F,child,True,4,11,1.0
J046878,2025-03-14 11:28:08,2025-03-14 11:30:23,135,3,2,Z_N7;Z_S4;Z_N7,Z_N7,Z_N7,M,child,True,4,11,1.0
J046929,2025-03-14 11:30:19,2025-03-14 11:30:28,9,2,1,Z_C1,Z_C1,Z_C1,F,teenager,True,4,11,1.0
J046891,2025-03-14 11:28:42,2025-03-14 11:30:28,106,2,2,Z_N6;Z_C1,Z_N6,Z_C1,M,middle_aged,True,4,11,1.0
J046918,2025-03-14 11:30:00,2025-03-14 11:30:29,29,3,2,Z_E2;Z_C1,Z_E2,Z_C1,M,teenager,True,4,11,1.0
J046898,2025-03-14 11:29:11,2025-03-14 11:30:39,88,4,4,Z_N9;Z_S4;Z_C2;Z_C1,Z_N9,Z_C1,F,adult,True,4,11,1.0
J046897,2025-03-14 11:29:11,2025-03-14 11:30:42,91,3,3,Z_N3;Z_C1;Z_S5,Z_N3,Z_S5,F,middle_aged,True,4,11,1.0
J046905,2025-03-14 11:29:30,2025-03-14 11:30:48,78,2,2,Z_C2;Z_C1,Z_C2,Z_C1,F,middle_aged,True,4,11,1.0
J046899,2025-03-14 11:29:12,2025-03-14 11:30:48,96,4,3,Z_C3;Z_N2;Z_C3;Z_N9,Z_C3,Z_N9,F,adult,True,4,11,1.0
J046910,2025-03-14 11:29:38,2025-03-14 11:30:51,73,4,4,Z_N2;Z_C1;Z_E2;Z_N10,Z_N2,Z_N10,M,young_adult,True,4,11,1.0
J046927,2025-03-14 11:30:16,2025-03-14 11:30:51,35,3,1,Z_C1,Z_C1,Z_C1,M,teenager,True,4,11,1.0
J046917,2025-03-14 11:29:57,2025-03-14 11:30:53,56,2,2,Z_C1;Z_E2,Z_C1,Z_E2,M,young_adult,True,4,11,1.0
J046914,2025-03-14 11:29:48,2025-03-14 11:30:54,66,3,3,Z_C3;Z_N10;Z_N7,Z_C3,Z_N7,M,senior,True,4,11,1.0
J046903,2025-03-14 11:29:17,2025-03-14 11:30:55,98,2,2,Z_S5;Z_N6,Z_S5,Z_N6,F,adult,True,4,11,1.0
J046904,2025-03-14 11:29:19,2025-03-14 11:30:56,97,3,2,Z_C2;Z_CK;Z_C2,Z_C2,Z_C2,F,adult,True,4,11,1.0
J046932,2025-03-14 11:30:25,2025-03-14 11:30:56,31,2,1,Z_C1,Z_C1,Z_C1,M,young_adult,True,4,11,1.0
J046873,2025-03-14 11:28:01,2025-03-14 11:30:59,178,3,3,Z_C1;Z_S2;Z_N1,Z_C1,Z_N1,F,young_adult,True,4,11,1.0
J046894,2025-03-14 11:29:00,2025-03-14 11:31:03,123,5,5,Z_N2;Z_S4;Z_C2;Z_S3;Z_CK,Z_N2,Z_CK,M,middle_aged,True,4,11,1.0
J046913,2025-03-14 11:29:44,2025-03-14 11:31:04,80,2,2,Z_S5;Z_S3,Z_S5,Z_S3,F,middle_aged,True,4,11,1.0
J046872,2025-03-14 11:27:59,2025-03-14 11:31:04,185,4,4,Z_N1;Z_N6;Z_C2;Z_S6,Z_N1,Z_S6,M,adult,True,4,11,1.0
J046875,2025-03-14 11:28:05,2025-03-14 11:31:05,180,2,2,Z_C1;Z_C2,Z_C1,Z_C2,M,adult,True,4,11,1.0
J046908,2025-03-14 11:29:37,2025-03-14 11:31:08,91,2,2,Z_C1;Z_C3,Z_C1,Z_C3,F,adult,True,4,11,1.0
J046938,2025-03-14 11:30:38,2025-03-14 11:31:08,30,3,1,Z_C2,Z_C2,Z_C2,F,child,True,4,11,1.0
J046922,2025-03-14 11:30:03,2025-03-14 11:31:09,66,3,2,Z_S4;Z_C2,Z_S4,Z_C2,M,child,True,4,11,1.0
J046946,2025-03-14 11:30:59,2025-03-14 11:31:09,10,2,1,Z_E2,Z_E2,Z_E2,F,child,True,4,11,1.0
J046935,2025-03-14 11:30:31,2025-03-14 11:31:10,39,4,3,Z_C1;Z_C2;Z_S6,Z_C1,Z_S6,M,teenager,True,4,11,1.0
J046941,2025-03-14 11:30:47,2025-03-14 11:31:13,26,3,1,Z_C2,Z_C2,Z_C2,F,teenager,True,4,11,1.0
J046928,2025-03-14 11:30:18,2025-03-14 11:31:14,56,3,3,Z_C1;Z_CK;Z_C2,Z_C1,Z_C2,F,middle_aged,True,4,11,1.0
J046909,2025-03-14 11:29:37,2025-03-14 11:31:23,106,3,2,Z_C2;Z_C3,Z_C2,Z_C3,F,adult,True,4,11,1.0
J046893,2025-03-14 11:28:54,2025-03-14 11:31:24,150,3,3,Z_CK;Z_C1;Z_N5,Z_CK,Z_N5,M,adult,True,4,11,1.0
J046887,2025-03-14 11:28:37,2025-03-14 11:31:27,170,3,2,Z_S2;Z_E2,Z_S2,Z_E2,F,young_adult,True,4,11,1.0
J046900,2025-03-14 11:29:12,2025-03-14 11:31:27,135,2,1,Z_C2,Z_C2,Z_C2,M,middle_aged,True,4,11,1.0
J046945,2025-03-14 11:30:58,2025-03-14 11:31:27,29,3,2,Z_C2;Z_S3;Z_C2,Z_C2,Z_C2,M,teenager,True,4,11,1.0
J046949,2025-03-14 11:31:05,2025-03-14 11:31:28,23,2,1,Z_C2,Z_C2,Z_C2,M,teenager,True,4,11,1.0
J046959,2025-03-14 11:31:19,2025-03-14 11:31:31,12,3,1,Z_C1,Z_C1,Z_C1,F,child,True,4,11,1.0
J046936,2025-03-14 11:30:35,2025-03-14 11:31:31,56,5,4,Z_E2;Z_C2;Z_S4;Z_C1;Z_C2,Z_E2,Z_C2,M,young_adult,True,4,11,1.0
J046947,2025-03-14 11:31:00,2025-03-14 11:31:31,31,2,2,Z_C2;Z_C1,Z_C2,Z_C1,M,young_adult,True,4,11,1.0
J046916,2025-03-14 11:29:56,2025-03-14 11:31:34,98,5,4,Z_N2;Z_C2;Z_N10;Z_N3,Z_N2,Z_N3,F,adult,True,4,11,1.0
J046902,2025-03-14 11:29:16,2025-03-14 11:31:36,140,2,2,Z_N2;Z_E1,Z_N2,Z_E1,M,middle_aged,True,4,11,1.0
J046919,2025-03-14 11:30:01,2025-03-14 11:31:40,99,2,2,Z_C3;Z_S5,Z_C3,Z_S5,F,adult,True,4,11,1.0
J046915,2025-03-14 11:29:48,2025-03-14 11:31:41,113,3,3,Z_N5;Z_C2;Z_C1,Z_N5,Z_C1,M,adult,True,4,11,1.0
J046942,2025-03-14 11:30:53,2025-03-14 11:31:42,49,3,3,Z_C2;Z_C1;Z_S4,Z_C2,Z_S4,M,child,True,4,11,1.0
J046934,2025-03-14 11:30:31,2025-03-14 11:31:44,73,2,2,Z_N6;Z_C2,Z_N6,Z_C2,M,adult,True,4,11,1.0
J046966,2025-03-14 11:31:33,2025-03-14 11:31:48,15,2,1,Z_C1,Z_C1,Z_C1,M,child,True,4,11,1.0
J046923,2025-03-14 11:30:07,2025-03-14 11:31:50,103,3,3,Z_C1;Z_N1;Z_C2,Z_C1,Z_C2,F,adult,True,4,11,1.0
J046906,2025-03-14 11:29:32,2025-03-14 11:31:51,139,2,2,Z_N9;Z_CK,Z_N9,Z_CK,M,middle_aged,True,4,11,1.0
J046960,2025-03-14 11:31:20,2025-03-14 11:31:57,37,3,2,Z_S3;Z_C3,Z_S3,Z_C3,M,teenager,True,4,11,1.0
J046969,2025-03-14 11:31:40,2025-03-14 11:32:04,24,3,1,Z_C3,Z_C3,Z_C3,F,teenager,True,4,11,1.0
J046926,2025-03-14 11:30:16,2025-03-14 11:32:05,109,2,2,Z_S4;Z_S3,Z_S4,Z_S3,F,adult,True,4,11,1.0
J046951,2025-03-14 11:31:09,2025-03-14 11:32:07,58,3,2,Z_S4;Z_C1,Z_S4,Z_C1,M,young_adult,True,4,11,1.0
J046968,2025-03-14 11:31:38,2025-03-14 11:32:08,30,4,2,Z_C1;Z_S2;Z_C1,Z_C1,Z_C1,F,child,True,4,11,1.0
J046912,2025-03-14 11:29:41,2025-03-14 11:32:09,148,4,4,Z_E2;Z_C3;Z_E1;Z_N9,Z_E2,Z_N9,M,middle_aged,True,4,11,1.0
J046931,2025-03-14 11:30:24,2025-03-14 11:32:09,105,2,2,Z_C2;Z_N7,Z_C2,Z_N7,F,adult,True,4,11,1.0
J046950,2025-03-14 11:31:05,2025-03-14 11:32:09,64,4,3,Z_C2;Z_S5;Z_C3,Z_C2,Z_C3,F,middle_aged,True,4,11,1.0
J046939,2025-03-14 11:30:40,2025-03-14 11:32:10,90,2,2,Z_N2;Z_CK,Z_N2,Z_CK,F,adult,True,4,11,1.0
J046930,2025-03-14 11:30:24,2025-03-14 11:32:12,108,3,2,Z_N10;Z_N6;Z_N10,Z_N10,Z_N10,M,senior,True,4,11,1.0
J046920,2025-03-14 11:30:02,2025-03-14 11:32:12,130,2,2,Z_N3;Z_C3,Z_N3,Z_C3,M,middle_aged,True,4,11,1.0
J046937,2025-03-14 11:30:35,2025-03-14 11:32:17,102,4,4,Z_C2;Z_N9;Z_S1;Z_C3,Z_C2,Z_C3,M,adult,True,4,11,1.0
J046924,2025-03-14 11:30:09,2025-03-14 11:32:18,129,2,2,Z_C1;Z_E1,Z_C1,Z_E1,M,middle_aged,True,4,11,1.0
J046925,2025-03-14 11:30:15,2025-03-14 11:32:18,123,2,2,Z_C1;Z_N9,Z_C1,Z_N9,M,middle_aged,True,4,11,1.0
J046978,2025-03-14 11:31:58,2025-03-14 11:32:20,22,4,2,Z_C2;Z_CK;Z_C2,Z_C2,Z_C2,M,child,True,4,11,1.0
J046971,2025-03-14 11:31:44,2025-03-14 11:32:21,37,3,1,Z_C3,Z_C3,Z_C3,M,teenager,True,4,11,1.0
J046954,2025-03-14 11:31:11,2025-03-14 11:32:30,79,2,2,Z_CK;Z_S5,Z_CK,Z_S5,F,middle_aged,True,4,11,1.0
J046940,2025-03-14 11:30:42,2025-03-14 11:32:32,110,6,4,Z_C3;Z_N5;Z_C2;Z_C1;Z_C2,Z_C3,Z_C2,F,adult,True,4,11,1.0
J046953,2025-03-14 11:31:11,2025-03-14 11:32:33,82,2,2,Z_E2;Z_S2,Z_E2,Z_S2,F,young_adult,True,4,11,1.0
J046943,2025-03-14 11:30:54,2025-03-14 11:32:35,101,2,2,Z_CK;Z_N4,Z_CK,Z_N4,F,adult,True,4,11,1.0
J046955,2025-03-14 11:31:16,2025-03-14 11:32:35,79,3,3,Z_C1;Z_N8;Z_N6,Z_C1,Z_N6,M,adult,True,4,11,1.0
J046952,2025-03-14 11:31:10,2025-03-14 11:32:40,90,2,2,Z_C3;Z_N2,Z_C3,Z_N2,F,adult,True,4,11,1.0
J046933,2025-03-14 11:30:29,2025-03-14 11:32:44,135,4,4,Z_S4;Z_N7;Z_N4;Z_N6,Z_S4,Z_N6,M,middle_aged,True,4,11,1.0
J046958,2025-03-14 11:31:19,2025-03-14 11:32:44,85,3,3,Z_C2;Z_E1;Z_C1,Z_C2,Z_C1,F,adult,True,4,11,1.0
J046944,2025-03-14 11:30:55,2025-03-14 11:32:46,111,2,1,Z_C2,Z_C2,Z_C2,M,middle_aged,True,4,11,1.0
J046957,2025-03-14 11:31:17,2025-03-14 11:32:49,92,2,2,Z_N6;Z_C1,Z_N6,Z_C1,M,senior,True,4,11,1.0
J046963,2025-03-14 11:31:27,2025-03-14 11:32:49,82,3,2,Z_N10;Z_C2,Z_N10,Z_C2,F,adult,True,4,11,1.0
J046948,2025-03-14 11:31:01,2025-03-14 11:32:51,110,2,2,Z_S3;Z_N2,Z_S3,Z_N2,M,middle_aged,True,4,11,1.0
J046962,2025-03-14 11:31:26,2025-03-14 11:32:51,85,2,2,Z_E1;Z_S4,Z_E1,Z_S4,M,middle_aged,True,4,11,1.0
J046965,2025-03-14 11:31:32,2025-03-14 11:32:51,79,2,2,Z_C2;Z_CK,Z_C2,Z_CK,M,adult,True,4,11,1.0
J046964,2025-03-14 11:31:27,2025-03-14 11:32:52,85,2,2,Z_N10;Z_E1,Z_N10,Z_E1,F,adult,True,4,11,1.0
J046972,2025-03-14 11:31:47,2025-03-14 11:32:54,67,2,2,Z_C3;Z_N2,Z_C3,Z_N2,M,middle_aged,True,4,11,1.0
J046979,2025-03-14 11:32:00,2025-03-14 11:32:58,58,2,2,Z_E1;Z_S3,Z_E1,Z_S3,M,middle_aged,True,4,11,1.0
J046975,2025-03-14 11:31:51,2025-03-14 11:32:59,68,3,2,Z_S2;Z_C2,Z_S2,Z_C2,F,child,True,4,11,1.0
J046967,2025-03-14 11:31:37,2025-03-14 11:33:04,87,6,5,Z_N1;Z_N3;Z_C3;Z_CK;Z_N9;Z_C3,Z_N1,Z_C3,F,adult,True,4,11,1.0
J046956,2025-03-14 11:31:17,2025-03-14 11:33:06,109,4,3,Z_C1;Z_S6;Z_S5,Z_C1,Z_S5,M,young_adult,True,4,11,1.0
J046985,2025-03-14 11:32:17,2025-03-14 11:33:11,54,3,2,Z_CK;Z_C3,Z_CK,Z_C3,M,child,True,4,11,1.0
J046994,2025-03-14 11:32:35,2025-03-14 11:33:14,39,2,2,Z_C2;Z_S2,Z_C2,Z_S2,F,child,True,4,11,1.0
J046986,2025-03-14 11:32:22,2025-03-14 11:33:17,55,6,5,Z_N7;Z_C3;Z_N4;Z_C1;Z_C2;Z_C3,Z_N7,Z_C3,M,middle_aged,True,4,11,1.0
J046982,2025-03-14 11:32:08,2025-03-14 11:33:18,70,3,3,Z_N5;Z_C3;Z_N2,Z_N5,Z_N2,F,adult,True,4,11,1.0
J047009,2025-03-14 11:33:06,2025-03-14 11:33:20,14,3,1,Z_C2,Z_C2,Z_C2,F,young_adult,True,4,11,1.0
J046993,2025-03-14 11:32:34,2025-03-14 11:33:21,47,2,2,Z_N4;Z_C1,Z_N4,Z_C1,M,middle_aged,True,4,11,1.0
J046983,2025-03-14 11:32:12,2025-03-14 11:33:23,71,2,2,Z_C2;Z_N3,Z_C2,Z_N3,F,adult,True,4,11,1.0
J046961,2025-03-14 11:31:21,2025-03-14 11:33:23,122,4,3,Z_S5;Z_N6;Z_C2,Z_S5,Z_C2,F,middle_aged,True,4,11,1.0
J046984,2025-03-14 11:32:15,2025-03-14 11:33:25,70,3,3,Z_C1;Z_N8;Z_S4,Z_C1,Z_S4,F,adult,True,4,11,1.0
J046995,2025-03-14 11:32:37,2025-03-14 11:33:28,51,3,2,Z_C2;Z_N2;Z_C2,Z_C2,Z_C2,M,middle_aged,True,4,11,1.0
J046974,2025-03-14 11:31:51,2025-03-14 11:33:30,99,4,3,Z_N9;Z_N8;Z_E1,Z_N9,Z_E1,M,adult,True,4,11,1.0
J046973,2025-03-14 11:31:47,2025-03-14 11:33:32,105,2,2,Z_C3;Z_CK,Z_C3,Z_CK,F,middle_aged,True,4,11,1.0
J047015,2025-03-14 11:33:17,2025-03-14 11:33:33,16,4,2,Z_C3;Z_S7;Z_C3,Z_C3,Z_C3,F,child,True,4,11,1.0
J046970,2025-03-14 11:31:43,2025-03-14 11:33:40,117,3,2,Z_C1;Z_E2,Z_C1,Z_E2,M,young_adult,True,4,11,1.0
J046997,2025-03-14 11:32:40,2025-03-14 11:33:45,65,3,2,Z_C1;Z_C2,Z_C1,Z_C2,M,senior,True,4,11,1.0
J046990,2025-03-14 11:32:27,2025-03-14 11:33:46,79,4,3,Z_C2;Z_N6;Z_C2;Z_C3,Z_C2,Z_C3,F,adult,True,4,11,1.0
J046996,2025-03-14 11:32:38,2025-03-14 11:33:47,69,2,2,Z_E1;Z_C2,Z_E1,Z_C2,F,adult,True,4,11,1.0
J046998,2025-03-14 11:32:43,2025-03-14 11:33:47,64,2,1,Z_N10,Z_N10,Z_N10,F,adult,True,4,11,1.0
J047005,2025-03-14 11:32:59,2025-03-14 11:33:51,52,5,3,Z_C3;Z_C2;Z_S4;Z_C2,Z_C3,Z_C2,M,middle_aged,True,4,11,1.0
J047021,2025-03-14 11:33:30,2025-03-14 11:33:51,21,2,1,Z_S7,Z_S7,Z_S7,F,child,True,4,11,1.0
J047025,2025-03-14 11:33:45,2025-03-14 11:33:53,8,2,1,Z_C3,Z_C3,Z_C3,F,young_adult,True,4,11,1.0
J046991,2025-03-14 11:32:31,2025-03-14 11:33:57,86,3,2,Z_N6;Z_C3,Z_N6,Z_C3,F,middle_aged,True,4,11,1.0
J046980,2025-03-14 11:32:03,2025-03-14 11:34:07,124,2,2,Z_S6;Z_N2,Z_S6,Z_N2,M,young_adult,True,4,11,1.0
J046987,2025-03-14 11:32:23,2025-03-14 11:34:09,106,3,1,Z_N7,Z_N7,Z_N7,F,teenager,True,4,11,1.0
J047004,2025-03-14 11:32:57,2025-03-14 11:34:12,75,2,2,Z_C2;Z_E2,Z_C2,Z_E2,F,middle_aged,True,4,11,1.0
J047007,2025-03-14 11:33:04,2025-03-14 11:34:13,69,4,4,Z_N4;Z_C1;Z_C3;Z_C2,Z_N4,Z_C2,M,middle_aged,True,4,11,1.0
J047010,2025-03-14 11:33:09,2025-03-14 11:34:15,66,2,2,Z_C1;Z_N2,Z_C1,Z_N2,M,middle_aged,True,4,11,1.0
J047029,2025-03-14 11:33:56,2025-03-14 11:34:15,19,3,2,Z_N4;Z_C2,Z_N4,Z_C2,F,child,True,4,11,1.0
J047001,2025-03-14 11:32:50,2025-03-14 11:34:21,91,6,5,Z_C3;Z_N10;Z_C2;Z_N2;Z_C1;Z_C2,Z_C3,Z_C2,F,adult,True,4,11,1.0
J047011,2025-03-14 11:33:12,2025-03-14 11:34:22,70,2,2,Z_C2;Z_C1,Z_C2,Z_C1,M,middle_aged,True,4,11,1.0
J046977,2025-03-14 11:31:57,2025-03-14 11:34:25,148,4,3,Z_C3;Z_N2;Z_N10;Z_N2,Z_C3,Z_N2,M,teenager,True,4,11,1.0
J047002,2025-03-14 11:32:52,2025-03-14 11:34:26,94,2,2,Z_N3;Z_C1,Z_N3,Z_C1,F,adult,True,4,11,1.0
J046976,2025-03-14 11:31:52,2025-03-14 11:34:32,160,2,2,Z_S1;Z_N8,Z_S1,Z_N8,M,adult,True,4,11,1.0
